Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-03-17T16:59:29.736Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-03-17T16:43:30.199Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.160.180,Auvergne-Rhône-Alpes,2022-03-15T10:43:22.907Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4440:553e:751b:2a5c:589b:681,Île-de-France²,2022-03-15T06:07:32.473Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,93.23.16.217,Occitanie,2022-03-15T05:25:00.859Z
NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:8440:4440:553e:4068:9362:8fef:b598,Île-de-France²,2022-03-14T21:48:59.735Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4440:553e:1401:f457:de4e:4a1d,Île-de-France²,2022-03-14T21:01:19.865Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4441:d6e0:ac4d:fb87:e001:d783,Île-de-France²,2022-03-14T20:05:05.540Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,93.23.19.224,Provence-Alpes-Côte-d’Azur,2022-03-14T06:46:05.679Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4441:24ed:c13c:390a:5b50:dfaf,Île-de-France²,2022-03-13T20:55:43.924Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4441:804c:1de2:810e:cdb2:264f,Île-de-France²,2022-03-13T18:12:05.481Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.77.8,Occitanie,2022-03-11T20:52:23.053Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,86.199.77.8,Occitanie,2022-03-11T16:34:20.185Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.171.86,Occitanie,2022-03-11T06:01:39.670Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:461d:8be5:bdae:11de:6b0:e1bb,Provence-Alpes-Côte-d’Azur,2022-03-09T06:43:49.485Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-03-08T19:45:02.575Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.171.232,Provence-Alpes-Côte-d’Azur,2022-03-08T17:07:19.028Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,195.221.202.66,Grand-Est,2022-03-08T08:53:46.322Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-03-08T06:31:17.142Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,92.136.25.203,Occitanie,2022-03-06T20:52:54.098Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,92.136.25.203,Occitanie,2022-03-06T20:07:43.267Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5411:d2b1:3df8:ff32:1f:6a90,Provence-Alpes-Côte-d’Azur,2022-03-04T13:04:38.407Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,92.136.25.203,Occitanie,2022-03-03T21:45:43.135Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,92.136.25.203,Occitanie,2022-03-03T20:27:16.200Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,92.158.169.12,Nouvelle-Aquitaine,2022-02-27T20:57:33.785Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-02-26T22:36:18.700Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.159,Nouvelle-Aquitaine,2022-02-26T21:42:21.261Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,92.158.169.12,Nouvelle-Aquitaine,2022-02-25T22:38:37.260Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.121.130.182,Auvergne-Rhône-Alpes,2022-02-23T20:04:19.195Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,93.30.154.111,Auvergne-Rhône-Alpes,2022-02-23T11:51:11.791Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-02-23T05:51:07.706Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.121.130.182,Auvergne-Rhône-Alpes,2022-02-22T21:34:29.338Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.211.23,Auvergne-Rhône-Alpes,2022-02-22T20:09:57.487Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-02-21T20:09:10.476Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-02-20T22:38:30.463Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.174.1,Auvergne-Rhône-Alpes,2022-02-18T10:48:26.767Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-02-16T22:06:05.576Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.170.231,Auvergne-Rhône-Alpes,2022-02-16T07:51:26.490Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-02-14T16:06:11.718Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-02-05T22:04:13.114Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4440:acf6:11e3:dd39:fef8:fac,Île-de-France²,2022-02-05T08:03:19.203Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4441:2f65:fd9c:e569:b697:2db3,Île-de-France²,2022-02-04T20:30:58.449Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:4341:b7ae:988f:36a2:9fc9:7a21,Occitanie,2022-02-04T20:08:26.027Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-5168C43AD1E32F0D64106DD40A1857793906FAC58870A6B1FBDB06999DE7AADD,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,87.231.181.211,Auvergne-Rhône-Alpes,2022-02-02T20:47:29.062Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,81.185.131.226,Nouvelle-Aquitaine,2022-01-31T23:37:43.225Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-01-31T19:41:10.621Z
NFCDCH-02-HD1AUKJ94JXGG9CC7NM15DX4RCPDW5,FR,Chrome PC (Cadmium),Chrome PC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-01-31T17:46:10.201Z
NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:8440:4641:d87f:b427:b2b9:a24d:42d5,Provence-Alpes-Côte-d’Azur,2022-01-30T12:58:48.552Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),77.205.68.3,Nouvelle-Aquitaine,2022-01-28T22:25:33.454Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:630c:18e:2561:5b49:3a6f:9822,Île-de-France²,2022-01-28T22:09:17.792Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,81.185.131.226,Nouvelle-Aquitaine,2022-01-27T19:19:38.188Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,87.231.181.211,Auvergne-Rhône-Alpes,2022-01-26T17:40:28.412Z
NFANDROID1-PRV-P-L3-CROSSCORE-X4-8159-07F95C5C97E40D5429F436A17129373D483B2CFDDAF4F80DFAA280BFA49B134C7,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,81.185.169.84,Provence-Alpes-Côte-d’Azur,2022-01-26T07:42:35.597Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-01-24T22:16:59.539Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-24T18:07:30.487Z
NFAPPL-01-IPAD4=2-4567ACBA3A1D8C8470C2E62C6B0D5C4C7D1C901910AF8E996D158D1850E563D9,FR,iPad Air Cellular,iPad Air Cellular,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-23T12:25:22.913Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2a02:8440:5306:bfdc:ce9d:d67b:d6d9:e3a1,Auvergne-Rhône-Alpes,2022-01-20T12:59:38.749Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:510f:9b1b:a067:29d6:8613:6457,Auvergne-Rhône-Alpes,2022-01-19T13:52:24.234Z
NFANDROID1-PRV-P-L3-CROSSCORE-X4-8159-0A0CF627B98CC37C721AEE42C21BEAE3A18F379A6AF7BBC6F740331044D82D111,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-18T19:55:13.544Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2a02:8440:5315:e7ba:8752:1846:afd3:d451,Île-de-France²,2022-01-11T10:29:47.322Z
NFPS4-001-5TC5ZMWW7Q074D6AL5EFK6CKGW,FR,Sony PS4,Sony PS4,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-10T18:25:58.631Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-01-08T21:09:35.492Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-08T17:38:47.039Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,90.66.21.187,Auvergne-Rhône-Alpes,2022-01-08T15:38:20.443Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,81.185.131.226,Nouvelle-Aquitaine,2022-01-08T13:43:25.679Z
NFPS4-001-5TC5ZMWW7Q074D6AL5EFK6CKGW,FR,Sony PS4,Sony PS4,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-08T13:35:31.078Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:540e:7c66:939:8d4:e7be:f78f,Auvergne-Rhône-Alpes,2022-01-08T12:40:02.242Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2a02:8440:5204:532f:8ce1:a936:8b99:8434,Auvergne-Rhône-Alpes,2022-01-07T20:29:27.648Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,93.30.152.212,Auvergne-Rhône-Alpes,2022-01-07T06:38:28.017Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.135.246,Nouvelle-Aquitaine,2022-01-06T17:55:38.849Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-01-05T21:28:49.068Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.211.23,Auvergne-Rhône-Alpes,2022-01-03T19:55:53.816Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-31T14:18:02.555Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-31T14:15:37.355Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2021-12-31T11:07:38.226Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.190.253.11,Île-de-France²,2021-12-31T06:50:40.708Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2021-12-30T23:44:06.391Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2a02:8440:540b:8c33:51b9:63f6:96b7:e563,Auvergne-Rhône-Alpes,2021-12-29T08:10:46.697Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.10.148.85,Grand-Est,2021-12-28T01:28:57.533Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.190.253.13,Île-de-France²,2021-12-27T18:03:40.396Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,86.208.56.207,Hauts-de-France,2021-12-26T19:54:41.167Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-26T17:34:10.864Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-26T09:12:44.414Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-25T20:28:59.112Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),93.30.152.212,Auvergne-Rhône-Alpes,2021-12-25T18:21:08.673Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),93.30.152.212,Auvergne-Rhône-Alpes,2021-12-24T17:47:24.613Z
NFANDROID1-PRV-P-L3-HUAWERNE-L21-4445-02B1474579A2CAD4F3AADA29E6FEE7FB7E5A37D8A8D086B5BA23F198699E9B295,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,81.185.170.215,Auvergne-Rhône-Alpes,2021-12-24T15:17:42.758Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-24T12:31:48.364Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,81.185.173.212,Provence-Alpes-Côte-d’Azur,2021-12-22T15:22:08.550Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,92.158.169.12,Nouvelle-Aquitaine,2021-12-21T16:34:45.114Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5400:53c7:d188:a0bb:beb7:73b4,Auvergne-Rhône-Alpes,2021-12-21T15:45:26.856Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-19T20:06:48.923Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.162.176,Auvergne-Rhône-Alpes,2021-12-19T12:30:11.481Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2021-12-16T23:27:27.196Z
NFANDROID1-PRV-P-L3-HUAWERNE-L21-4445-02B1474579A2CAD4F3AADA29E6FEE7FB7E5A37D8A8D086B5BA23F198699E9B295,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,81.185.160.204,Provence-Alpes-Côte-d’Azur,2021-12-16T12:45:39.140Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,81.185.131.226,Nouvelle-Aquitaine,2021-12-13T21:26:56.821Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,92.158.169.12,Nouvelle-Aquitaine,2021-12-12T20:02:19.020Z
LGTV20211=11002032245,FR,LG DTV 2021 LG O20 UHD TV Smart TV,LG DTV 2021 LG O20 UHD TV Smart TV,93.8.221.204,Nouvelle-Aquitaine,2021-12-11T10:49:13.576Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,93.30.152.212,Auvergne-Rhône-Alpes,2021-12-08T18:37:31.036Z
